userID,holdout_animeID,train_anime_ids,profile_size,user_level,popularity_rank,latent_svd_rank,hybrid_rank,hybrid_top10_anime_ids,candidate_pool_size,holdout_title,train_titles,hybrid_top10_titles,case_type
4852,1088,49|66|97|100|106|153|164|182|199|232|273|290|304|327|338|345|350|416|427|428,93,Explorer,17,4,4,145|5678|10030|1088|101|1006|326|13759|1087|31741,101,Macross,Aa! Megami-sama! | Azumanga Daiou The Animation | Last Exile | Shin Shirayuki-hime Densetsu Prétear | Hana yori Dango | Juuni Kokuki | Mononoke Hime | Tenkuu no Escaflowne,Kareshi Kanojo no Jijou | Kobato. | Bakuman. 2nd Season | Macross | Air | Tenchi Muyou! in Love | Petshop of Horrors | Sakura-sou no Pet na Kanojo | Kimagure Orange☆Road | Magi: Sinbad no Bouken (TV),hybrid_win
4890,22199,18|19|20|22|33|45|53|67|71|72|73|133|153|154|177|185|186|187|195|200,543,Veteran Fan,1,1,1,22199|29854|38790|9135|27831|6624|7222|36318|1546|3931,101,Akame ga Kill!,Initial D Fourth Stage | Monster | Naruto | Tennis no Oujisama | Kenpuu Denki Berserk | Rurouni Kenshin: Meiji Kenkaku Romantan | Ai Yori Aoshi | Basilisk: Kouga Ninpou Chou,Akame ga Kill! | Ushio to Tora (TV) | Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. | Fullmetal Alchemist: The Sacred Star of Milos | Durarara!!x2 Ten | Kara no Kyoukai Remix: Gate of Seventh Heaven | Macross F Movie 2: Sayonara no Tsubasa | Quanzhi Fashi II | Negima!? | Initial D Battle Stage 2,both_hit
4907,38408,1|20|157|268|270|578|849|853|857|1535|1575|1604|1735|2001|2904|4155|4224|4382|5081|6171,184,Regular Fan,1,1,1,38408|35851|6675|22101|5300|8557|2593|16762|37033|27989,101,Boku no Hero Academia 4th Season,Cowboy Bebop | Naruto | Mahou Sensei Negima! | Golden Boy | Hellsing | Hotaru no Haka | Suzumiya Haruhi no Yuuutsu | Ouran Koukou Host Club,Boku no Hero Academia 4th Season | Sayonara no Asa ni Yakusoku no Hana wo Kazarou | Redline | Soredemo Sekai wa Utsukushii | Zoku Natsume Yuujinchou | Shinryaku! Ika Musume | Kara no Kyoukai Movie 1: Fukan Fuukei | Mirai Nikki: Redial | Emiya-san Chi no Kyou no Gohan | Hibike! Euphonium,both_hit
4948,2218,8|17|22|28|51|52|57|60|61|68|74|92|93|121|122|136|137|138|139|147,83,Explorer,56,7,14,2034|242|2002|31964|178|28927|357|895|35889|472,101,Fujimi 2-choume Koukyougakudan,Bouken Ou Beet | Hungry Heart: Wild Striker | Tennis no Oujisama | Yakitate!! Japan | Tenshi Kinryouku | Kidou Tenshi Angelic Layer | Beck | Chrno Crusade,Lovely★Complex | Gokusen | Heroic Age | Boku no Hero Academia | Ultra Maniac | Owari no Seraph: Nagoya Kessen-hen | Bokusatsu Tenshi Dokuro-chan | Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu | Hakata Tonkotsu Ramens | To Heart,both_miss
4951,31483,1|6|16|19|20|24|30|32|33|44|45|57|66|68|74|101|106|120|121|136,769,Completionist,14,6,6,8937|12431|25537|440|34277|31483|855|10012|41930|34934,101,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page","Cowboy Bebop | Trigun | Hachimitsu to Clover | Monster | Naruto | School Rumble | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni","Toaru Majutsu no Index II | Uchuu Kyoudai | Fate/stay night Movie: Heaven's Feel - I. Presage Flower | Shoujo Kakumei Utena | New Game! Watashi, Shain Ryokou tte Hajimete nanode... | Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page | Strawberry Panic | Carnival Phantasm | Kamisama ni Natta Hi | Koi to Uso",hybrid_win
4952,19,1|5|6|7|20|24|27|30|31|32|33|47|50|51|53|54|57|59|60|67,156,Regular Fan,6,1,1,19|16|304|11741|22789|5690|15583|3446|3001|24439,101,Monster,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Witch Hunter Robin | Naruto | School Rumble | Trinity Blood | Shinseiki Evangelion,Monster | Hachimitsu to Clover | Aa! Megami-sama! Movie | Fate/Zero 2nd Season | Barakamon | Nodame Cantabile Finale | Date A Live | Biohazard: Degeneration | Moyashimon | Kekkai Sensen,both_hit
4973,15809,30|32|226|269|339|356|372|387|481|482|527|572|934|1535|1686|1889|2889|4081|4548|4835,117,Regular Fan,1,1,1,15809|32182|43|10012|19221|22961|32867|33502|7858|4814,101,Hataraku Maou-sama!,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Elfen Lied | Bleach | Serial Experiments Lain | Fate/stay night | Cardcaptor Sakura Movie 2: Fuuin Sareta Card | Haibane Renmei","Hataraku Maou-sama! | Mob Psycho 100 | Koukaku Kidoutai | Carnival Phantasm | Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru | Date A Live II: Kurumi Star Festival | Bungou Stray Dogs 2nd Season | Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka? | Sora no Otoshimono: Project Pink | Junjou Romantica 2",both_hit
4975,32282,20|66|813|1535|1735|2251|4224|5114|5680|6347|6746|7674|7724|7791|8516|8525|8934|9471|9513|9617,69,Explorer,1,1,1,32282|11235|35790|31953|10800|3783|2685|30415|12679|9982,101,Shokugeki no Souma: Ni no Sara,Naruto | Azumanga Daiou The Animation | Dragon Ball Z | Death Note | Naruto: Shippuuden | Baccano! | Toradora! | Fullmetal Alchemist: Brotherhood,Shokugeki no Souma: Ni no Sara | Amagami SS+ Plus | Tate no Yuusha no Nariagari | New Game! | Chihayafuru | Kara no Kyoukai Movie 3: Tsuukaku Zanryuu | Tsubasa: Tokyo Revelations | High☆Speed! Movie: Free! Starting Days | Joshiraku | Fairy Tail OVA,both_hit
5030,11061,20|246|269|481|874|1482|1535|2025|6573|6702|6922|8074|8247|9982|10087|11703|11741|11757|12049|13271,35,Casual Viewer,2,1,1,11061|36475|31706|245|2397|9790|34299|177|2386|31592,101,Hunter x Hunter (2011),Naruto | Groove Adventure Rave | Bleach | Yu☆Gi☆Oh! Duel Monsters | Digimon Tamers | D.Gray-man | Death Note | Darker than Black: Kuro no Keiyakusha,Hunter x Hunter (2011) | Sword Art Online Alternative: Gun Gale Online | Fate/kaleid liner Prisma☆Illya 3rei!! | Great Teacher Onizuka | Digimon Adventure: Bokura no War Game! | Sora no Otoshimono: Tokeijikake no Angeloid | Digimon Adventure tri. 4: Soushitsu | Tsubasa Chronicle | One Piece: Yume no Soccer Ou! | Pokemon XY&Z,both_hit
5041,32262,121|1482|1535|1689|3588|4155|4654|6213|6547|6702|6880|7088|8460|8937|9919|10620|10851|11061|11633|11737,172,Regular Fan,9,4,4,18115|33926|24655|32262|21085|658|8888|4896|38528|35928,101,Renai Boukun,Fullmetal Alchemist | D.Gray-man | Death Note | Byousoku 5 Centimeter | Soul Eater | One Piece Film: Strong World | Toaru Majutsu no Index | Toaru Kagaku no Railgun,Magi: The Kingdom of Magic | Quanzhi Gaoshou | Date A Live Movie: Mayuri Judgment | Renai Boukun | Witch Craft Works | Touhai Densetsu Akagi: Yami ni Maiorita Tensai | Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita | Umineko no Naku Koro ni | Quanzhi Fashi III | Devils Line,both_hit
5049,12445,20|53|71|72|79|102|121|195|196|199|226|269|355|469|552|587|849|853|918|1195,323,Dedicated Fan,4,2,2,2034|12445|28977|22297|32899|13333|37141|123|513|38145,101,Tasogare Otome x Amnesia,Naruto | Ai Yori Aoshi | Full Metal Panic! | Full Metal Panic? Fumoffu | Shuffle! | Aishiteruze Baby★★ | Fullmetal Alchemist | Onegai☆Teacher,"Lovely★Complex | Tasogare Otome x Amnesia | Gintama° | Fate/stay night: Unlimited Blade Works | Watashi ga Motete Dousunda | Tari Tari | Hataraku Saibou | Fushigi Yuugi | Tenkuu no Shiro Laputa | Doukyonin wa Hiza, Tokidoki, Atama no Ue.",both_hit
5066,855,32|47|52|58|64|85|93|150|226|258|322|390|405|509|782|998|1380|1569|5680,19,Newcomer,16,1,1,855|15451|15037|3652|667|4447|260|178|4477|36862,101,Strawberry Panic,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Akira | Kidou Tenshi Angelic Layer | Blue Gender | Rozen Maiden | Kidou Senshi Zeta Gundam | Kidou Senshi Gundam SEED | Blood+",Strawberry Panic | High School DxD New | Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou | Higurashi no Naku Koro ni Rei | Kashimashi: Girl Meets Girl | Meitantei Conan Movie 12: Senritsu no Full Score | Happy☆Lesson (TV) | Ultra Maniac | Nodame Cantabile: Paris-hen | Made in Abyss Movie 3: Fukaki Tamashii no Reimei,hybrid_win
